CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
1982,RCV001808575,179565,116729,5,2021-07-15,"[criteria provided, single submitter]",2022-09-26
1983,RCV001808576,179565,115102,5,2021-07-15,"[criteria provided, single submitter]",2022-09-26
1984,RCV000287308,179869,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1985,RCV000335304,179869,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1986,RCV000876764,179869,207830,5,2021-06-24,"[criteria provided, single submitter]",2022-09-26
1987,RCV000287308,179870,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1988,RCV000335304,179870,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
1989,RCV000876764,179870,207830,5,2021-06-24,"[criteria provided, single submitter]",2022-09-26
1990,RCV000213874,180181,201971,5,2014-11-24,"[criteria provided, single submitter]",2022-09-26
1991,RCV000357254,180181,94986,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1992,RCV000407694,180181,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1993,RCV000838600,180181,207830,,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1994,RCV000213874,180182,201971,5,2014-11-24,"[criteria provided, single submitter]",2022-09-26
1995,RCV000357254,180182,94986,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1996,RCV000407694,180182,125001,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
1997,RCV000838600,180182,207830,,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1998,RCV000220081,180193,201971,5,2017-10-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
1999,RCV000312275,180193,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2000,RCV000369250,180193,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2001,RCV000431231,180193,207830,5,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2002,RCV000220081,180194,201971,5,2017-10-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2003,RCV000312275,180194,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2004,RCV000369250,180194,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2005,RCV000431231,180194,207830,5,2021-12-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2006,RCV000277103,180216,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2007,RCV000325156,180216,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2008,RCV000613610,180216,201971,5,2016-12-22,"[criteria provided, single submitter]",2022-09-26
2009,RCV000877144,180216,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2010,RCV000277103,180217,94986,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2011,RCV000325156,180217,125001,4,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2012,RCV000613610,180217,201971,5,2016-12-22,"[criteria provided, single submitter]",2022-09-26
2013,RCV000877144,180217,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2014,RCV000215751,180222,201971,5,2017-09-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2015,RCV000271237,180222,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2016,RCV000363264,180222,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2017,RCV000993099,180222,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2018,RCV000215751,180223,201971,5,2017-09-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2019,RCV000271237,180223,125001,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2020,RCV000363264,180223,94986,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2021,RCV000993099,180223,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2022,RCV001720816,180819,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2023,RCV002252697,180819,,5,2020-12-07,"[criteria provided, single submitter]",2022-09-26
2024,RCV001720816,180820,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2025,RCV002252697,180820,,5,2020-12-07,"[criteria provided, single submitter]",2022-09-26
2026,RCV001720816,180821,207830,5,2021-12-17,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2027,RCV002252697,180821,,5,2020-12-07,"[criteria provided, single submitter]",2022-09-26
2028,RCV000081165,195100,201971,,2012-11-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2029,RCV000276314,195100,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2030,RCV000298606,195100,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2031,RCV001618252,195100,207830,5,2015-03-03,"[criteria provided, single submitter]",2022-09-26
2032,RCV000126571,195107,201971,5,2014-01-07,"[criteria provided, single submitter]",2022-09-26
2033,RCV000321834,195107,95209,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2034,RCV000376540,195107,122951,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2035,RCV000193114,196268,201971,5,2020-03-10,"[criteria provided, single submitter]",2022-09-26
2036,RCV000874967,196268,207830,,2021-03-08,"[criteria provided, conflicting interpretations]",2022-09-26
2037,RCV001078629,196268,16904,5,2021-12-06,"[criteria provided, single submitter]",2022-09-26
2038,RCV001149228,196268,202580,5,2017-04-28,"[criteria provided, single submitter]",2022-09-26
2039,RCV000193114,196269,201971,5,2020-03-10,"[criteria provided, single submitter]",2022-09-26
2040,RCV000874967,196269,207830,,2021-03-08,"[criteria provided, conflicting interpretations]",2022-09-26
2041,RCV001078629,196269,16904,5,2021-12-06,"[criteria provided, single submitter]",2022-09-26
2042,RCV001149228,196269,202580,5,2017-04-28,"[criteria provided, single submitter]",2022-09-26
2043,RCV000147320,196277,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
2044,RCV000344059,196277,16904,5,2021-12-15,"[criteria provided, single submitter]",2022-09-26
2045,RCV000658941,196277,207830,,2022-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2046,RCV001094906,196277,202580,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2047,RCV000147320,196278,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
2048,RCV000344059,196278,16904,5,2021-12-15,"[criteria provided, single submitter]",2022-09-26
2049,RCV000658941,196278,207830,,2022-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2050,RCV001094906,196278,202580,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2051,RCV000147301,197359,201971,5,2013-02-08,"[criteria provided, single submitter]",2022-09-26
2052,RCV000264337,197359,202580,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2053,RCV001582615,197359,207830,4,2019-02-09,"[criteria provided, single submitter]",2022-09-26
2054,RCV002055922,197359,16904,5,2021-12-16,"[criteria provided, single submitter]",2022-09-26
2055,RCV000625215,197486,133101,5,2017-06-28,"[criteria provided, single submitter]",2022-09-26
2056,RCV000960323,197486,207830,,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2057,RCV001579660,197486,201971,5,,"[no assertion criteria provided]",2022-09-26
2058,RCV001548175,198192,207830,,2021-11-30,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2059,RCV001579578,198192,201971,5,,"[no assertion criteria provided]",2022-09-26
2060,RCV000147281,198455,201971,5,2013-08-15,"[criteria provided, single submitter]",2022-09-26
2061,RCV000319306,198455,202580,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2062,RCV001518068,198455,16904,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
2063,RCV001682856,198455,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
2064,RCV000625216,198719,133101,5,2015-09-21,"[criteria provided, single submitter]",2022-09-26
2065,RCV001683618,198719,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2066,RCV000147279,198801,201971,,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2067,RCV000385486,198801,16904,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
2068,RCV001094820,198801,202580,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2069,RCV001579750,198801,207830,5,2022-03-01,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2070,RCV000147338,198809,201971,5,2013-08-15,"[criteria provided, single submitter]",2022-09-26
2071,RCV000288433,198809,202580,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2072,RCV001518069,198809,16904,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
2073,RCV001682857,198809,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
2074,RCV000147327,199981,143634,3,2013-02-08,"[criteria provided, single submitter]",2022-09-26
2075,RCV000873528,199981,16904,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
2076,RCV001567737,199981,207830,4,2021-04-06,"[criteria provided, single submitter]",2022-09-26
2077,RCV001698973,199981,201971,5,,"[no assertion criteria provided]",2022-09-26
2078,RCV000305035,200281,202580,3,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2079,RCV000487773,200281,207830,3,2016-12-01,"[criteria provided, single submitter]",2022-09-26
2080,RCV001473715,200281,16904,4,2019-12-07,"[criteria provided, single submitter]",2022-09-26
2081,RCV001518070,203346,16904,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
2082,RCV001579651,203346,207830,4,,"[no assertion criteria provided]",2022-09-26
2083,RCV001700770,203346,201971,5,,"[no assertion criteria provided]",2022-09-26
2084,RCV000870868,203354,16904,5,2021-12-09,"[criteria provided, single submitter]",2022-09-26
2085,RCV001672972,203354,207830,5,2020-05-20,"[criteria provided, single submitter]",2022-09-26
2086,RCV000147300,203364,201971,5,2013-08-15,"[criteria provided, single submitter]",2022-09-26
2087,RCV000872033,203364,16904,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
2088,RCV001580111,203364,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
2089,RCV000147337,203373,201971,5,2013-08-15,"[criteria provided, single submitter]",2022-09-26
2090,RCV000299100,203373,16904,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
2091,RCV001094774,203373,202580,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2092,RCV001636687,203373,207830,5,2018-07-05,"[criteria provided, single submitter]",2022-09-26
2093,RCV000267808,208188,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2094,RCV000322885,208188,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2095,RCV000433377,208198,201971,4,2017-12-05,"[criteria provided, single submitter]",2022-09-26
2096,RCV001148521,208198,95209,5,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2097,RCV001148522,208198,122951,5,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2098,RCV000347511,217144,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2099,RCV000383458,217144,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2100,RCV000347511,217145,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2101,RCV000383458,217145,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2102,RCV000293351,217154,95209,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2103,RCV000348231,217154,122951,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2104,RCV001643042,217154,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
2105,RCV000293351,217155,95209,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2106,RCV000348231,217155,122951,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
2107,RCV001643042,217155,207830,5,2018-07-03,"[criteria provided, single submitter]",2022-09-26
2108,RCV001150091,217164,95209,3,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2109,RCV001150092,217164,122951,3,2017-04-27,"[criteria provided, single submitter]",2022-09-26
2110,RCV000300721,217173,95209,3,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2111,RCV000355525,217173,122951,3,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2112,RCV000300721,217174,95209,3,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2113,RCV000355525,217174,122951,3,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2114,RCV000334008,217195,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2115,RCV000388507,217195,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2116,RCV000334008,217196,95209,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2117,RCV000388507,217196,122951,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
2118,RCV000612977,234943,93734,5,2016-01-15,"[no assertion criteria provided]",2022-09-26
2119,RCV001724091,234943,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2120,RCV000612977,234944,93734,5,2016-01-15,"[no assertion criteria provided]",2022-09-26
2121,RCV001724091,234944,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2122,RCV000602615,234950,93734,5,2016-01-15,"[no assertion criteria provided]",2022-09-26
2123,RCV001653951,234950,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2124,RCV001724092,234950,201971,5,,"[no assertion criteria provided]",2022-09-26
2125,RCV000602615,234951,93734,5,2016-01-15,"[no assertion criteria provided]",2022-09-26
2126,RCV001653951,234951,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2127,RCV001724092,234951,201971,5,,"[no assertion criteria provided]",2022-09-26
2128,RCV000624932,234978,93734,4,2016-09-27,"[criteria provided, single submitter]",2022-09-26
2129,RCV001571161,234978,207830,,2022-04-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2130,RCV001724098,234978,201971,5,,"[no assertion criteria provided]",2022-09-26
2131,RCV000624932,234979,93734,4,2016-09-27,"[criteria provided, single submitter]",2022-09-26
2132,RCV001571161,234979,207830,,2022-04-22,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
2133,RCV001724098,234979,201971,5,,"[no assertion criteria provided]",2022-09-26
2134,RCV000501979,235254,201971,5,2017-06-09,"[criteria provided, single submitter]",2022-09-26
2135,RCV001572231,235254,207830,4,2020-10-15,"[criteria provided, single submitter]",2022-09-26
2136,RCV000501979,235255,201971,5,2017-06-09,"[criteria provided, single submitter]",2022-09-26
2137,RCV001572231,235255,207830,4,2020-10-15,"[criteria provided, single submitter]",2022-09-26
2138,RCV000953405,240429,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
2139,RCV001199247,240429,45391,5,2019-04-08,"[criteria provided, single submitter]",2022-09-26
2140,RCV001554007,244895,68460,5,2021-07-14,"[criteria provided, single submitter]",2022-09-26
2141,RCV001724351,244895,207830,5,2018-10-18,"[criteria provided, single submitter]",2022-09-26
2142,RCV001554007,244896,68460,5,2021-07-14,"[criteria provided, single submitter]",2022-09-26
2143,RCV001724351,244896,207830,5,2018-10-18,"[criteria provided, single submitter]",2022-09-26
2144,RCV000279767,245866,24942,4,2016-06-14,"[criteria provided, single submitter]",2022-09-26
2145,RCV001692086,245866,207830,5,2019-04-09,"[criteria provided, single submitter]",2022-09-26
2146,RCV000279767,245867,24942,4,2016-06-14,"[criteria provided, single submitter]",2022-09-26
2147,RCV001692086,245867,207830,5,2019-04-09,"[criteria provided, single submitter]",2022-09-26
2148,RCV000279767,245868,24942,4,2016-06-14,"[criteria provided, single submitter]",2022-09-26
